circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,LINGAMPALLY,NON-DOMESTIC AND COMMERCIAL,2,8,8.0,807,12.24
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,MANATHAIPALLY THANDA (NOORYA ),NON-DOMESTIC AND COMMERCIAL,2,1,1.0,3,1.0
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,BACHARAM,NON-DOMESTIC AND COMMERCIAL,2,22,17.0,3836,33.82
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,CHEEKODE,NON-DOMESTIC AND COMMERCIAL,2,27,25.0,2505,30.78
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,CHITRIYAL,NON-DOMESTIC AND COMMERCIAL,2,56,53.0,2212,55.71
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,DAKYA THANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,0,1.0
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,DOULAPUR,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,1,1.0
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,GAJULAGUDA,NON-DOMESTIC AND COMMERCIAL,2,23,23.0,1401,39.26
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,GANDHARAPALLY,NON-DOMESTIC AND COMMERCIAL,2,14,14.0,803,17.24
MEDAK,MEDAK,PAPANNAPET,TEKMAL,POGULAVENKATAPOOR,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,15,5.0
MEDAK,MEDAK,PAPANNAPET,TEKMAL,SALOGI PALLY,NON-DOMESTIC AND COMMERCIAL,2,12,8.0,2766,29.14
MEDAK,MEDAK,PAPANNAPET,TEKMAL,SANGYA THANDA,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,249,3.0
MEDAK,MEDAK,PAPANNAPET,TEKMAL,SARMANKUNTA THANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,40,1.0
MEDAK,MEDAK,PAPANNAPET,TEKMAL,SERIPALLY,NON-DOMESTIC AND COMMERCIAL,2,13,12.0,456,14.02
MEDAK,MEDAK,PAPANNAPET,TEKMAL,SHABAD,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,165,4.0
MEDAK,MEDAK,PAPANNAPET,TEKMAL,SURAM PALLY,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,118,2.0
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,SURARAM,NON-DOMESTIC AND COMMERCIAL,2,36,33.0,6483,90.48
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,TULKALA MANDAPUR,NON-DOMESTIC AND COMMERCIAL,2,8,8.0,646,9.0
MEDAK,MEDAK,MEDAK,CHINNA SHANKERAMPET,VENKATRAOPALLY,NON-DOMESTIC AND COMMERCIAL,2,4,3.0,52,3.24
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,AUTONAGAR,NON-DOMESTIC AND COMMERCIAL,2,552,534.0,58374,1021.57
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,BARA IMAM,NON-DOMESTIC AND COMMERCIAL,2,257,250.0,12544,315.8
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,BUSSAGADDA,NON-DOMESTIC AND COMMERCIAL,2,180,180.0,18259,344.0
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,"DAYARA,HOUSING BOARD",NON-DOMESTIC AND COMMERCIAL,2,280,268.0,25983,418.02
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,MOHAMMAD NAGAR,NON-DOMESTIC AND COMMERCIAL,2,63,45.0,5262,135.16
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,MUTHRAJPALLY,NON-DOMESTIC AND COMMERCIAL,2,32,29.0,1544,34.5
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,NAGSANPALLY,NON-DOMESTIC AND COMMERCIAL,2,32,29.0,3142,59.24
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,PEERYA THANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,36,1.0
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,POMPALLY,NON-DOMESTIC AND COMMERCIAL,2,11,7.0,215,18.68
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,RAILAPUR,NON-DOMESTIC AND COMMERCIAL,2,70,69.0,10639,176.78
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,RAJIPET,NON-DOMESTIC AND COMMERCIAL,2,34,29.0,3965,67.38
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,JAYAPURAM,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,0,1.0
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,KANDIPALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,10,0.3
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,KODEPAK,NON-DOMESTIC AND COMMERCIAL,2,50,49.0,5015,60.88
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,KOMPALLY,NON-DOMESTIC AND COMMERCIAL,2,9,9.0,122,9.0
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,KOTHALINGAIPALLY,NON-DOMESTIC AND COMMERCIAL,2,22,22.0,4258,37.0
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,KOTHAPALLY,NON-DOMESTIC AND COMMERCIAL,2,123,109.0,15203,192.05
MEDAK,MEDAK,PAPANNAPET,TEKMAL,TAMPLOOR,NON-DOMESTIC AND COMMERCIAL,2,24,20.0,1862,36.86
MEDAK,MEDAK,PAPANNAPET,TEKMAL,TEKMAL,NON-DOMESTIC AND COMMERCIAL,2,317,263.0,30181,488.99
MEDAK,MEDAK,PAPANNAPET,TEKMAL,VENKATAPOOR,NON-DOMESTIC AND COMMERCIAL,2,8,8.0,275,8.99
MEDAK,MEDAK,PAPANNAPET,TEKMAL,YELLAMPALLY,NON-DOMESTIC AND COMMERCIAL,2,6,6.0,270,5.24
MEDAK,MEDAK,PAPANNAPET,TEKMAL,YELLUKURTHY,NON-DOMESTIC AND COMMERCIAL,2,10,9.0,4254,48.6
MEDAK,MEDAK,PAPANNAPET,TEKMAL,YELLUPET,NON-DOMESTIC AND COMMERCIAL,2,32,30.0,2338,52.21
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,GOLKONDA,NON-DOMESTIC AND COMMERCIAL,2,561,537.0,58326,871.04
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,INDIRAPURI CALONY,NON-DOMESTIC AND COMMERCIAL,2,172,166.0,20279,271.99
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,JAMBIKUNTA,NON-DOMESTIC AND COMMERCIAL,2,159,151.0,17703,347.73
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,"JN ROAD,GANDI NAGAR",NON-DOMESTIC AND COMMERCIAL,2,599,583.0,38742,739.11
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,MEDAK TOWN,NON-DOMESTIC AND COMMERCIAL,2,273,228.0,290442,3129.31
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,MEDAK-TOWN,NON-DOMESTIC AND COMMERCIAL,2,488,34.0,65636,1103.66
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,NAWABPET,NON-DOMESTIC AND COMMERCIAL,2,398,381.0,38035,594.48
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,SADASHIVA PALLY,NON-DOMESTIC AND COMMERCIAL,2,11,10.0,182,13.0
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,THIMMAPUR (N),NON-DOMESTIC AND COMMERCIAL,2,45,42.0,2016,81.4
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,TUNKI,NON-DOMESTIC AND COMMERCIAL,2,77,71.0,13594,303.16
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,VENKATAPOOR (S),NON-DOMESTIC AND COMMERCIAL,2,5,4.0,62,6.0
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,VENKATAPUR (M),NON-DOMESTIC AND COMMERCIAL,2,18,18.0,871,34.0
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,VENKATRAO PET,NON-DOMESTIC AND COMMERCIAL,2,162,150.0,11361,235.44
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,KURTIWADA,NON-DOMESTIC AND COMMERCIAL,2,65,59.0,7614,83.92
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,LAXMINAGAR,NON-DOMESTIC AND COMMERCIAL,2,68,63.0,6732,121.01
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,MALLAMPET,NON-DOMESTIC AND COMMERCIAL,2,48,41.0,4339,64.62
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,MINPOOR,NON-DOMESTIC AND COMMERCIAL,2,39,33.0,1158,47.28
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,MUDDAPUR,NON-DOMESTIC AND COMMERCIAL,2,5,5.0,166,5.0
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,NAGSANPALLY,NON-DOMESTIC AND COMMERCIAL,2,294,281.0,40986,360.47
MEDAK,MEDAK,PAPANNAPET,TEKMAL,YELUPUGONDA,NON-DOMESTIC AND COMMERCIAL,2,15,15.0,3591,59.26
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,P KOTA (DOUBLE BED ROOMS),NON-DOMESTIC AND COMMERCIAL,2,20,18.0,1620,39.0
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,PITLAMBASE,NON-DOMESTIC AND COMMERCIAL,2,50,50.0,2551,64.52
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,POLICE QUARTERS,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,1,2.0
MEDAK,MEDAK,MEDAK,MEDAK (T) MANDA,RAMNAGAR,NON-DOMESTIC AND COMMERCIAL,2,449,435.0,53096,742.25
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,ANANTHASAGAR,NON-DOMESTIC AND COMMERCIAL,2,1,,0,1.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,AURANGABAD,NON-DOMESTIC AND COMMERCIAL,2,96,82.0,17660,316.24
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,AURANGABAD THANDA,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,163,3.0
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,B.BHOOPATHPUR,NON-DOMESTIC AND COMMERCIAL,2,21,20.0,798,21.24
MEDAK,MEDAK,MEDAK,MEDAK RURAL1,BURUGUPALLY,NON-DOMESTIC AND COMMERCIAL,2,119,111.0,8371,163.98
MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,YELMAKANNA,NON-DOMESTIC AND COMMERCIAL,2,62,57.0,6948,121.4
MEDAK,MEDAK,NARSAPOOR,KULCHARM,AMSANPALLY,NON-DOMESTIC AND COMMERCIAL,2,39,35.0,4436,54.06
MEDAK,MEDAK,NARSAPOOR,KULCHARM,APPOJIPALLY,NON-DOMESTIC AND COMMERCIAL,2,26,24.0,2111,46.24
MEDAK,MEDAK,NARSAPOOR,KULCHARM,CH GHANPUR,NON-DOMESTIC AND COMMERCIAL,2,83,80.0,13585,212.68
MEDAK,MEDAK,NARSAPOOR,KULCHARM,KISTAPUR,NON-DOMESTIC AND COMMERCIAL,2,14,13.0,1218,30.0
MEDAK,MEDAK,NARSAPOOR,KULCHARM,KONAPUR,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,2,4.0
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,NAMAPOOR,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,51,1.0
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,NARSINGARAOPALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,0,1.0
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,NARSINGI,NON-DOMESTIC AND COMMERCIAL,2,146,139.0,6269,204.0
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,PAPANNAPET,NON-DOMESTIC AND COMMERCIAL,2,392,349.0,36717,590.84
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,PATHALINGAIPALLY,NON-DOMESTIC AND COMMERCIAL,2,12,10.0,365,12.78
MEDAK,MEDAK,PAPANNAPET,PAPANNAPET,PODCHANPALLY,NON-DOMESTIC AND COMMERCIAL,2,87,72.0,16152,165.26
MEDAK,TOOPRAN,TOOPRAN,KALKALL,PARKIBANDA,NON-DOMESTIC AND COMMERCIAL,2,66,59.0,6024,112.05
MEDAK,TOOPRAN,TOOPRAN,KALKALL,POLERAMMA TEMPLE,NON-DOMESTIC AND COMMERCIAL,2,129,129.0,11798,211.1
MEDAK,TOOPRAN,TOOPRAN,KALKALL,POTHARAM,NON-DOMESTIC AND COMMERCIAL,2,41,33.0,1983,52.5
MEDAK,TOOPRAN,TOOPRAN,KALKALL,RAMAIPALLY,NON-DOMESTIC AND COMMERCIAL,2,34,26.0,11491,172.88
MEDAK,TOOPRAN,TOOPRAN,KALKALL,RANGAIPALLY,NON-DOMESTIC AND COMMERCIAL,2,41,32.0,10763,95.97
MEDAK,TOOPRAN,TOOPRAN,KALKALL,S.C. COLONY,NON-DOMESTIC AND COMMERCIAL,2,41,41.0,3108,59.4
MEDAK,TOOPRAN,TOOPRAN,KALKALL,THUPAKULAPALLY,NON-DOMESTIC AND COMMERCIAL,2,11,10.0,519,14.0
MEDAK,TOOPRAN,TOOPRAN,KALKALL,VENKATAPOOR(AGRAHARAM),NON-DOMESTIC AND COMMERCIAL,2,21,19.0,917,20.44
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,CHINNA GOTTI MUKLA,NON-DOMESTIC AND COMMERCIAL,2,61,46.0,13603,203.78
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,DANTHANPALLY,NON-DOMESTIC AND COMMERCIAL,2,25,23.0,1430,42.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,DEVAMMA GADA,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,1,3.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,DONTHI,NON-DOMESTIC AND COMMERCIAL,2,138,111.0,22695,273.83
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,EDULAPUR,NON-DOMESTIC AND COMMERCIAL,2,11,11.0,1475,23.54
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,GANGAIPALLY,NON-DOMESTIC AND COMMERCIAL,2,15,14.0,352,21.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,GOMARAM,NON-DOMESTIC AND COMMERCIAL,2,10,7.0,11297,190.0
MEDAK,TOOPRAN,TOOPRAN,KALKALL,VIVEKANDA SCHOOL,NON-DOMESTIC AND COMMERCIAL,2,113,112.0,17329,166.26
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,ACHAMPET,NON-DOMESTIC AND COMMERCIAL,2,21,14.0,1054,150.24
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,BOMMARAM,NON-DOMESTIC AND COMMERCIAL,2,10,9.0,2605,30.26
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,CHETLA THIMAIPALY,NON-DOMESTIC AND COMMERCIAL,2,29,24.0,4038,58.24
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,CHTM PALLY NADIMI&LALYA THANDA,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,24,2.0
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,CHTM PALLYSAJU&DEGAVATH THANDA,NON-DOMESTIC AND COMMERCIAL,2,1,,0,2.0
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,HAKEEMPET,NON-DOMESTIC AND COMMERCIAL,2,17,14.0,5317,140.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,GOMARAM BC COLONY,NON-DOMESTIC AND COMMERCIAL,2,60,59.0,4332,66.84
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,GOMARAM SHIVALAYAM,NON-DOMESTIC AND COMMERCIAL,2,62,50.0,2759,74.9
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,GOODUR,NON-DOMESTIC AND COMMERCIAL,2,40,26.0,5277,70.8
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,GUNDLAPALLY,NON-DOMESTIC AND COMMERCIAL,2,46,43.0,2672,71.48
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,KONTHANPALLY,NON-DOMESTIC AND COMMERCIAL,2,71,66.0,15721,199.96
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,KOTHA PET,NON-DOMESTIC AND COMMERCIAL,2,81,77.0,12658,160.35
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,KOTHAPALLY,NON-DOMESTIC AND COMMERCIAL,2,1,,0,6.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,LACHIREDDY GUDA,NON-DOMESTIC AND COMMERCIAL,2,4,4.0,184,6.0
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,KOPPULPALLY,NON-DOMESTIC AND COMMERCIAL,2,28,25.0,1055,37.38
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,LINGAREDDY PALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,98,49.0
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,MASAIPET,NON-DOMESTIC AND COMMERCIAL,2,73,38.0,28216,462.64
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,MASAIPET NEW,NON-DOMESTIC AND COMMERCIAL,2,123,122.0,20594,157.81
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,MASAIPET TOWN 2,NON-DOMESTIC AND COMMERCIAL,2,76,75.0,4150,94.02
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,NANGASANPALLY,NON-DOMESTIC AND COMMERCIAL,2,4,3.0,105,3.24
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,POTHANPALLY,NON-DOMESTIC AND COMMERCIAL,2,33,29.0,6610,63.66
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,POTHANSHETPALLY,NON-DOMESTIC AND COMMERCIAL,2,12,12.0,2304,35.5
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,LINGOJIGUDA,NON-DOMESTIC AND COMMERCIAL,2,12,12.0,783,21.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,MALLA PALLY,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,201,2.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,MAQDOOM PUR,NON-DOMESTIC AND COMMERCIAL,2,19,17.0,605,33.73
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,NANU THANDA,NON-DOMESTIC AND COMMERCIAL,2,5,5.0,367,7.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,NARSAPUR H/O GUNDLAPALLY,NON-DOMESTIC AND COMMERCIAL,2,2,,0,1.5
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,NAWABPET,NON-DOMESTIC AND COMMERCIAL,2,59,54.0,8900,233.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,PAMBANDA,NON-DOMESTIC AND COMMERCIAL,2,25,20.0,2244,53.58
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,RAMANTHAPUR,NON-DOMESTIC AND COMMERCIAL,2,46,37.0,23203,349.78
MEDAK,TOOPRAN,TOOPRAN,MASAIPET,STAION MASAIPET,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,1,9.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,ALIPOOR,NON-DOMESTIC AND COMMERCIAL,2,62,59.0,2876,75.48
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,BHEEMLA THANDA,NON-DOMESTIC AND COMMERCIAL,2,5,5.0,151,6.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,BIJLIPUR,NON-DOMESTIC AND COMMERCIAL,2,19,19.0,4514,55.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,BOJYA THANDA,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,118,3.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,CHANDI,NON-DOMESTIC AND COMMERCIAL,2,52,38.0,3620,87.62
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,PEDDA GOTTI MUKLA,NON-DOMESTIC AND COMMERCIAL,2,74,57.0,4093,119.7
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,PILLUTLA,NON-DOMESTIC AND COMMERCIAL,2,31,27.0,6954,95.12
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,POTHUL GUDA,NON-DOMESTIC AND COMMERCIAL,2,19,15.0,1224,28.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,RATHNAPUR,NON-DOMESTIC AND COMMERCIAL,2,30,28.0,2046,53.24
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,REDYA THANDA,NON-DOMESTIC AND COMMERCIAL,2,5,5.0,162,6.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,REDYA THANDA ,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,0,1.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,SEETHARAM THANDA,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,53,5.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,SHABASHPALLY,NON-DOMESTIC AND COMMERCIAL,2,74,67.0,10994,142.12
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,SHIVAGUDA,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,34,2.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,SIKINDLAPUR,NON-DOMESTIC AND COMMERCIAL,2,46,45.0,8781,107.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,SIVAMPET,NON-DOMESTIC AND COMMERCIAL,2,354,281.0,29332,589.32
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,TALLAPALLY THANDA,NON-DOMESTIC AND COMMERCIAL,2,23,22.0,1329,36.14
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,THIMMAPUR (S),NON-DOMESTIC AND COMMERCIAL,2,33,22.0,1291,59.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,TIKYADEVAMMA GUDEM ,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,7,3.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,USIRIKA PALLY,NON-DOMESTIC AND COMMERCIAL,2,22,20.0,5284,53.92
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,ALLAPOOR,NON-DOMESTIC AND COMMERCIAL,2,89,62.0,14685,417.42
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,BRAHMANPALLY,NON-DOMESTIC AND COMMERCIAL,2,55,50.0,8100,150.32
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,DHATARPALLY,NON-DOMESTIC AND COMMERCIAL,2,13,9.0,3179,15.04
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,GHANPUR,NON-DOMESTIC AND COMMERCIAL,2,87,74.0,15439,166.65
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,GUNDAREDDYPALLY,NON-DOMESTIC AND COMMERCIAL,2,28,24.0,5579,52.03
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,HYDERGUDA,NON-DOMESTIC AND COMMERCIAL,2,11,8.0,7730,66.0
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,AMBEDKAR STATUE MAKKARAJPET RD,NON-DOMESTIC AND COMMERCIAL,2,156,154.0,13819,204.84
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,ANANTHASAGAR,NON-DOMESTIC AND COMMERCIAL,2,42,38.0,16515,112.24
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,CHANDAIPET,NON-DOMESTIC AND COMMERCIAL,2,43,30.0,2393,75.88
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,CHEGUNTA,NON-DOMESTIC AND COMMERCIAL,2,51,45.0,45219,518.93
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,CHEGUNTA NEW,NON-DOMESTIC AND COMMERCIAL,2,252,244.0,22909,362.42
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,CHEGUNTA OLD,NON-DOMESTIC AND COMMERCIAL,2,342,260.0,33995,502.42
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,CHEGUNTA STATION ROAD,NON-DOMESTIC AND COMMERCIAL,2,149,143.0,12667,218.81
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,IMMAMPUR,NON-DOMESTIC AND COMMERCIAL,2,29,26.0,2218,74.92
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,ISLAMPOOR,NON-DOMESTIC AND COMMERCIAL,2,48,41.0,5438,296.61
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,JANDAPALLY,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,3848,41.0
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,KISTAPOOR,NON-DOMESTIC AND COMMERCIAL,2,19,16.0,1066,35.24
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,KONAIPALLY(B),NON-DOMESTIC AND COMMERCIAL,2,17,13.0,1025,27.14
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,LINGAREDDYPET,NON-DOMESTIC AND COMMERCIAL,2,1,,0,5.0
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,MALKAPOOR,NON-DOMESTIC AND COMMERCIAL,2,34,33.0,2284,44.24
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,CHINNA SHIVANOOR,NON-DOMESTIC AND COMMERCIAL,2,42,36.0,9731,235.18
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,GOLLAPALLY,NON-DOMESTIC AND COMMERCIAL,2,50,40.0,1228,100.14
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,GOLLAPALLY JYATHRAM THANDA,NON-DOMESTIC AND COMMERCIAL,2,6,6.0,174,8.0
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,GOLLAPALLY KOTHVALYA THANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,3,1.0
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,GOLLAPALLY THANDA,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,334,4.24
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,JAITHRAMTHANDA,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,62,4.0
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,KANYARAM,NON-DOMESTIC AND COMMERCIAL,2,9,5.0,459,10.42
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,KARNALPALLY,NON-DOMESTIC AND COMMERCIAL,2,53,48.0,6508,81.08
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,KASANPALLY,NON-DOMESTIC AND COMMERCIAL,2,17,16.0,763,29.0
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,NAGULAPALLY,NON-DOMESTIC AND COMMERCIAL,2,43,40.0,29977,281.9
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,NARSAM PALLY (B),NON-DOMESTIC AND COMMERCIAL,2,16,14.0,889,21.72
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,NARSAMPALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,0,5.0
