circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,PADALPALLY,NON-DOMESTIC AND COMMERCIAL,2,19,10.0,504,20.32
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,POTHRAJPALLY,NON-DOMESTIC AND COMMERCIAL,2,157,127.0,23196,314.65
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,RAVELLY,NON-DOMESTIC AND COMMERCIAL,2,101,85.0,38194,360.92
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,TOOPRAN,NON-DOMESTIC AND COMMERCIAL,2,191,150.0,149411,2041.11
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,MAKKARAJPET,NON-DOMESTIC AND COMMERCIAL,2,91,74.0,10521,170.1
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,PEDDASHIVANOOR,NON-DOMESTIC AND COMMERCIAL,2,11,9.0,1166,30.3
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,POLAMPALLY,NON-DOMESTIC AND COMMERCIAL,2,12,10.0,1805,28.03
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,RAMPOOR,NON-DOMESTIC AND COMMERCIAL,2,18,17.0,2515,35.0
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,REDDYPALLY,NON-DOMESTIC AND COMMERCIAL,2,69,61.0,17081,188.01
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,TOOPRAN TOWN DOUBLE BED ROOMS,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,69,1.0
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,TOOPRAN TOWN-1,NON-DOMESTIC AND COMMERCIAL,2,488,434.0,39305,708.08
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,TOOPRAN TOWN-2,NON-DOMESTIC AND COMMERCIAL,2,651,569.0,62681,868.7
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,TOOPRAN TOWN-3,NON-DOMESTIC AND COMMERCIAL,2,190,141.0,8869,265.48
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,TOOPRAN TOWN-4,NON-DOMESTIC AND COMMERCIAL,2,482,446.0,71502,831.42
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,VENKAT RATNAPUR,NON-DOMESTIC AND COMMERCIAL,2,8,8.0,1017,9.66
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,VENKATAIPALLY,NON-DOMESTIC AND COMMERCIAL,2,38,36.0,4053,69.84
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,RUKMAPOOR,NON-DOMESTIC AND COMMERCIAL,2,31,29.0,1789,32.48
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,ULLITHIMMAIPALLY,NON-DOMESTIC AND COMMERCIAL,2,19,17.0,1691,25.2
MEDAK,TOOPRAN,RAMAYAMPET,CHEGUNTA,WADIYARAM,NON-DOMESTIC AND COMMERCIAL,2,154,117.0,15896,384.56
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,BHEEMRAOPALLY,NON-DOMESTIC AND COMMERCIAL,2,7,6.0,857,81.0
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,BONAL,NON-DOMESTIC AND COMMERCIAL,2,74,72.0,6358,127.04
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,BONALU KONDAPUR,NON-DOMESTIC AND COMMERCIAL,2,22,22.0,6642,41.24
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,NIZAMPET,NON-DOMESTIC AND COMMERCIAL,2,296,267.0,29686,482.75
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,RAJAIPALLI,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,284,5.0
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,RAMPUR,NON-DOMESTIC AND COMMERCIAL,2,16,14.0,412,29.62
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,RAYALPUR,NON-DOMESTIC AND COMMERCIAL,2,44,42.0,2015,52.1
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,SIVAIPALLY,NON-DOMESTIC AND COMMERCIAL,2,14,14.0,636,24.0
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,THIPPANAGULLA,NON-DOMESTIC AND COMMERCIAL,2,6,6.0,232,5.72
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,VENKATAPUR-70,NON-DOMESTIC AND COMMERCIAL,2,31,31.0,510,43.8
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,VENKATAPOOR,NON-DOMESTIC AND COMMERCIAL,2,31,26.0,6569,230.54
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,WATTOOR,NON-DOMESTIC AND COMMERCIAL,2,15,12.0,976,21.13
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,YAVAPOOR,NON-DOMESTIC AND COMMERCIAL,2,49,43.0,4633,118.72
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,ANDUGULPALLY,NON-DOMESTIC AND COMMERCIAL,2,21,20.0,1185,43.72
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,ARE GUDEM,NON-DOMESTIC AND COMMERCIAL,2,27,24.0,2228,40.0
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,BANDA P PALLY,NON-DOMESTIC AND COMMERCIAL,2,51,43.0,6926,77.22
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,BASWAPUR,NON-DOMESTIC AND COMMERCIAL,2,8,6.0,666,14.0
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,CHITTOJIPALLY,NON-DOMESTIC AND COMMERCIAL,2,9,7.0,665,35.26
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,IBRAHIMPUR,NON-DOMESTIC AND COMMERCIAL,2,40,38.0,4226,71.22
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,J.SHIVANOOR,NON-DOMESTIC AND COMMERCIAL,2,31,29.0,1510,31.84
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,KASALPUR,NON-DOMESTIC AND COMMERCIAL,2,4,3.0,7,74.0
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,KISTAPUR,NON-DOMESTIC AND COMMERCIAL,2,6,6.0,175,6.24
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,NARSAMPALLY,NON-DOMESTIC AND COMMERCIAL,2,11,10.0,4424,25.0
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,NARSAMPALLY PEDDA THANDA,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,57,4.0
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,ZADCHERU THANDA,NON-DOMESTIC AND COMMERCIAL,2,3,2.0,30,2.26
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,AKKANAPET,NON-DOMESTIC AND COMMERCIAL,2,93,84.0,25129,209.44
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,DANTHEPALLY R THANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,8,1.0
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,DHAMARACHERU,NON-DOMESTIC AND COMMERCIAL,2,55,46.0,7247,174.2
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,DHANTHE PALLY,NON-DOMESTIC AND COMMERCIAL,2,6,6.0,2573,25.0
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,DHANTHEPALLY,NON-DOMESTIC AND COMMERCIAL,2,8,8.0,72,10.0
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,GOLIPARTHY,NON-DOMESTIC AND COMMERCIAL,2,15,15.0,584,14.6
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,CHERLAPALLY,NON-DOMESTIC AND COMMERCIAL,2,10,8.0,364,41.0
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,DAMARANCHA,NON-DOMESTIC AND COMMERCIAL,2,37,32.0,1104,53.48
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,DHARMARAM,NON-DOMESTIC AND COMMERCIAL,2,15,15.0,949,18.74
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,EDULAPALLY,NON-DOMESTIC AND COMMERCIAL,2,30,29.0,905,49.72
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,ELKPALLY,NON-DOMESTIC AND COMMERCIAL,2,5,3.0,264,5.0
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,ESHWANTHA RAO PET,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,3133,16.0
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,HASTHALPUR,NON-DOMESTIC AND COMMERCIAL,2,35,35.0,5491,80.66
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,NARSINGI,NON-DOMESTIC AND COMMERCIAL,2,38,29.0,30693,327.84
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,NARSINGI TOWN,NON-DOMESTIC AND COMMERCIAL,2,338,274.0,16839,371.93
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,PULIMAMIDI,NON-DOMESTIC AND COMMERCIAL,2,14,12.0,444,13.68
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,SANKAPUR,NON-DOMESTIC AND COMMERCIAL,2,1,,0,5.0
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,SERIPALLY,NON-DOMESTIC AND COMMERCIAL,2,14,11.0,548,17.2
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,SHANKAPUR,NON-DOMESTIC AND COMMERCIAL,2,54,50.0,3298,66.9
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,VALLABHAPOOR,NON-DOMESTIC AND COMMERCIAL,2,7,6.0,685,11.2
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,GP & OTHERS,NON-DOMESTIC AND COMMERCIAL,2,410,342.0,29048,576.09
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,JANSILINGAPUR,NON-DOMESTIC AND COMMERCIAL,2,25,22.0,3243,38.22
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,KATRIYAL,NON-DOMESTIC AND COMMERCIAL,2,56,54.0,5118,97.64
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,KOMATPALLY,NON-DOMESTIC AND COMMERCIAL,2,17,12.0,4800,75.74
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,KONAPOOR,NON-DOMESTIC AND COMMERCIAL,2,56,43.0,11055,122.1
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,LAXMAPOOR,NON-DOMESTIC AND COMMERCIAL,2,54,51.0,8536,141.64
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,KUKUNOOR,NON-DOMESTIC AND COMMERCIAL,2,81,69.0,11288,158.6
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,MANEPALLY,NON-DOMESTIC AND COMMERCIAL,2,61,56.0,8009,95.18
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,MANGALPARTHY,NON-DOMESTIC AND COMMERCIAL,2,45,40.0,3197,75.36
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,MELLORE,NON-DOMESTIC AND COMMERCIAL,2,21,20.0,1408,29.67
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,N JALLALPUR,NON-DOMESTIC AND COMMERCIAL,2,24,23.0,824,30.24
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,PEDDAPUR,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,85,5.6
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,VALLORE,NON-DOMESTIC AND COMMERCIAL,2,56,48.0,21994,219.76
MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,ZAPTHI SHIVNOOR,NON-DOMESTIC AND COMMERCIAL,2,7,7.0,2200,65.0
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,BACHURAJPALLI,NON-DOMESTIC AND COMMERCIAL,2,23,21.0,4887,56.7
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,CHELMADA,NON-DOMESTIC AND COMMERCIAL,2,69,63.0,5824,111.34
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,D DHARMARAM,NON-DOMESTIC AND COMMERCIAL,2,73,61.0,7741,131.52
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,PARVATHAPUR,NON-DOMESTIC AND COMMERCIAL,2,12,10.0,1234,18.12
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,RAMAYAMPET,NON-DOMESTIC AND COMMERCIAL,2,493,411.0,135038,1805.41
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,RAMAYAMPET THANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,41,1.0
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,REDDY COLONY & OTHERS,NON-DOMESTIC AND COMMERCIAL,2,366,325.0,26145,526.97
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,RMPT DOUBLE BED ROOMS,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,146,2.0
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,SUTHARPALLY,NON-DOMESTIC AND COMMERCIAL,2,14,13.0,982,18.5
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,THONIGANDLA,NON-DOMESTIC AND COMMERCIAL,2,7,7.0,453,9.0
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,SERILLA,NON-DOMESTIC AND COMMERCIAL,2,4,2.0,31,2.48
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,SHETPALLY,NON-DOMESTIC AND COMMERCIAL,2,35,28.0,7442,76.6
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,UPPULINGAPUR,NON-DOMESTIC AND COMMERCIAL,2,33,26.0,2492,44.54
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,YASWANTHARAOPET,NON-DOMESTIC AND COMMERCIAL,2,17,13.0,793,22.24
MEDAK,TOOPRAN,TOOPRAN,YELDURTHY,YELDHURTHY,NON-DOMESTIC AND COMMERCIAL,2,468,400.0,46049,891.11
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,KALWAKUNTA,NON-DOMESTIC AND COMMERCIAL,2,103,90.0,10860,173.55
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,KASIMPUR THANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,0,2.0
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,NAGARAM,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,120,2.0
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,NANDAGOKUL,NON-DOMESTIC AND COMMERCIAL,2,22,22.0,746,34.5
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,NANDIGAMA,NON-DOMESTIC AND COMMERCIAL,2,76,68.0,7713,125.6
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,NARLAPUR,NON-DOMESTIC AND COMMERCIAL,2,37,34.0,4405,73.74
MEDAK,TOOPRAN,RAMAYAMPET,NIZAMPET,NASKAL,NON-DOMESTIC AND COMMERCIAL,2,79,76.0,10047,158.14
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,UDIPI AND OTHERS,NON-DOMESTIC AND COMMERCIAL,2,513,479.0,38007,554.6
MEDAK,TOOPRAN,RAMAYAMPET,RAMAYAMPET,VENKATAPUR - 22,NON-DOMESTIC AND COMMERCIAL,2,39,33.0,1703,40.3
MEDAK,TOOPRAN,TOOPRAN,KALKALL,CHATLA GOURARAM,NON-DOMESTIC AND COMMERCIAL,2,50,46.0,3147,63.42
MEDAK,TOOPRAN,TOOPRAN,KALKALL,DANDUPALLY,NON-DOMESTIC AND COMMERCIAL,2,85,78.0,11854,149.32
MEDAK,TOOPRAN,TOOPRAN,KALKALL,DHARMARAJPALLY,NON-DOMESTIC AND COMMERCIAL,2,5,5.0,1668,68.0
MEDAK,TOOPRAN,TOOPRAN,KALKALL,GANUBASCHI,NON-DOMESTIC AND COMMERCIAL,2,56,55.0,5489,114.26
MEDAK,TOOPRAN,TOOPRAN,KALKALL,GOWTHUGI GUDA,NON-DOMESTIC AND COMMERCIAL,2,8,8.0,523,6.72
MEDAK,TOOPRAN,TOOPRAN,KALKALL,JEEDIPALLY,NON-DOMESTIC AND COMMERCIAL,2,148,137.0,53984,742.47
MEDAK,TOOPRAN,TOOPRAN,KALKALL,KALLAKAL,NON-DOMESTIC AND COMMERCIAL,2,259,188.0,139220,2053.2
MEDAK,TOOPRAN,TOOPRAN,KALKALL,KALLAKAL OUTSIDE VILLAGE,NON-DOMESTIC AND COMMERCIAL,2,296,279.0,38121,576.15
MEDAK,TOOPRAN,TOOPRAN,KALKALL,KONAIPALLY(A),NON-DOMESTIC AND COMMERCIAL,2,56,50.0,5635,145.5
MEDAK,TOOPRAN,TOOPRAN,KALKALL,KONDAPOOR,NON-DOMESTIC AND COMMERCIAL,2,59,52.0,27338,480.28
MEDAK,TOOPRAN,TOOPRAN,KALKALL,KUCHARAM,NON-DOMESTIC AND COMMERCIAL,2,237,209.0,63810,1403.47
MEDAK,TOOPRAN,TOOPRAN,KALKALL,LINGAREDDYPET,NON-DOMESTIC AND COMMERCIAL,2,31,30.0,6207,110.0
MEDAK,TOOPRAN,TOOPRAN,KALKALL,MANOHARABAD,NON-DOMESTIC AND COMMERCIAL,2,179,155.0,86107,948.54
MEDAK,TOOPRAN,TOOPRAN,KALKALL,MANOHARABAD GP,NON-DOMESTIC AND COMMERCIAL,2,94,92.0,7489,140.54
MEDAK,TOOPRAN,TOOPRAN,KALKALL,MUPPUREDDYPALLY,NON-DOMESTIC AND COMMERCIAL,2,148,123.0,42706,1140.8
MEDAK,TOOPRAN,TOOPRAN,KALKALL,NEW VILLAGE KALLAKAL,NON-DOMESTIC AND COMMERCIAL,2,29,28.0,2421,32.5
MEDAK,TOOPRAN,TOOPRAN,KALKALL,PALAT,NON-DOMESTIC AND COMMERCIAL,2,26,23.0,4967,56.0
MEDAK,TOOPRAN,TOOPRAN,SHIVAMPET,CHENNAPOOR,NON-DOMESTIC AND COMMERCIAL,2,36,27.0,3998,65.0
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,INDIRA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,55,52.0,12158,117.12
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,KRANTHI NAGAR ,NON-DOMESTIC AND COMMERCIAL,2,380,342.0,127733,1700.0
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,KRCR COLONY,NON-DOMESTIC AND COMMERCIAL,2,209,159.0,51406,968.26
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,MAA VILLAS,NON-DOMESTIC AND COMMERCIAL,2,116,101.0,20581,456.0
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,MAYTAS VILLAS,NON-DOMESTIC AND COMMERCIAL,2,4,4.0,418,25.0
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,NON CT,NON-DOMESTIC AND COMMERCIAL,2,239,195.0,292835,2732.37
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,POOJITHA LAYOUT (RG NAGAR),NON-DOMESTIC AND COMMERCIAL,2,89,71.0,16019,284.0
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,"PWS STL & AGL, BACHUPALLY",NON-DOMESTIC AND COMMERCIAL,2,1,1.0,168,3.73
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,RAJEEV GANDHI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,168,150.0,36543,507.42
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,RGK (01 TO 49) BLOCKS,NON-DOMESTIC AND COMMERCIAL,2,67,64.0,4192,92.0
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,CHANDRANAGAR COLONY2,NON-DOMESTIC AND COMMERCIAL,2,77,72.0,10984,156.0
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,CHECK POST,NON-DOMESTIC AND COMMERCIAL,2,618,555.0,68954,1411.27
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,COUNTRY CLUB,NON-DOMESTIC AND COMMERCIAL,2,118,93.0,6752,240.4
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,EKALAVYA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,56,49.0,5569,117.26
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,FUNCTION HALL SIDE,NON-DOMESTIC AND COMMERCIAL,2,65,65.0,6162,90.14
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,GHANAPUR,NON-DOMESTIC AND COMMERCIAL,2,51,40.0,6922,104.24
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,GOSAIGUDA,NON-DOMESTIC AND COMMERCIAL,2,38,27.0,3208,94.34
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,HARIJAN WADA,NON-DOMESTIC AND COMMERCIAL,2,7,7.0,198,10.0
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,HOUSING BOARD,NON-DOMESTIC AND COMMERCIAL,2,35,31.0,6981,54.46
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,HOUSING BOARD - 1,NON-DOMESTIC AND COMMERCIAL,2,111,108.0,15778,186.66
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,HOUSING BOARD COLONY-2,NON-DOMESTIC AND COMMERCIAL,2,116,113.0,13401,172.96
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,THURKONIKUNTA,NON-DOMESTIC AND COMMERCIAL,2,64,62.0,20691,250.0
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,UDDAMARRY,NON-DOMESTIC AND COMMERCIAL,2,9,4.0,4530,74.78
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,UDDERMARRY,NON-DOMESTIC AND COMMERCIAL,2,183,136.0,15304,262.07
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,UPPARAPALLY,NON-DOMESTIC AND COMMERCIAL,2,25,24.0,31843,575.0
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,UPPERPALLY,NON-DOMESTIC AND COMMERCIAL,2,120,91.0,7012,233.96
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,USHAR PALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,1498,22.0
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,USHARPALLY,NON-DOMESTIC AND COMMERCIAL,2,7,4.0,650,13.0
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,RGK (50 TO 103) BLOCKS,NON-DOMESTIC AND COMMERCIAL,2,62,52.0,4618,73.0
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,SAI ANURAG COLONY,NON-DOMESTIC AND COMMERCIAL,2,294,280.0,76143,1164.89
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,SAINAGAR TWO BED ROOMS,NON-DOMESTIC AND COMMERCIAL,2,4,4.0,4114,20.0
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,SREE HOMES COLONY,NON-DOMESTIC AND COMMERCIAL,2,166,155.0,39336,589.26
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,SRI SAI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,142,127.0,17571,359.14
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,TECH NO POLICE AREA,NON-DOMESTIC AND COMMERCIAL,2,30,30.0,4379,127.0
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,VADDERA BASTI (RG NAGAR),NON-DOMESTIC AND COMMERCIAL,2,141,134.0,25320,356.47
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,VIKAS,NON-DOMESTIC AND COMMERCIAL,2,223,195.0,44483,811.54
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,,NON-DOMESTIC AND COMMERCIAL,2,29,28.0,68202,545.0
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,HV GOSAI GUDA ,NON-DOMESTIC AND COMMERCIAL,2,2,1.0,18451,61.0
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,HV INDUSTRIAL AREA ,NON-DOMESTIC AND COMMERCIAL,2,119,94.0,135694,2132.05
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,HV KISTAPURU,NON-DOMESTIC AND COMMERCIAL,2,47,43.0,97570,1164.0
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,HV KLR,NON-DOMESTIC AND COMMERCIAL,2,190,139.0,261886,2496.16
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,HV MUNIRABAD,NON-DOMESTIC AND COMMERCIAL,2,34,31.0,93607,835.73
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,HV NGO`S COLONY,NON-DOMESTIC AND COMMERCIAL,2,32,16.0,15839,333.7
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,HV PUDURU,NON-DOMESTIC AND COMMERCIAL,2,75,65.0,101165,1620.44
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,WEAKER SECTION COLONY,NON-DOMESTIC AND COMMERCIAL,2,56,54.0,10642,113.24
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,YAMJAL ROAD,NON-DOMESTIC AND COMMERCIAL,2,199,194.0,33067,482.57
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,YELIGALGUDA,NON-DOMESTIC AND COMMERCIAL,2,21,20.0,2589,57.6
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,YELLAGUDA,NON-DOMESTIC AND COMMERCIAL,2,1,,0,2.0
MEDCHAL,KUKATPALLY,MIYAPUR,VEMANA COLONY,SANKAR NAGAR,NON-DOMESTIC AND COMMERCIAL,2,168,159.0,18572,318.72
MEDCHAL,KUKATPALLY,MIYAPUR,VEMANA COLONY,SHILPA ENCLAVE,NON-DOMESTIC AND COMMERCIAL,2,79,70.0,25448,291.0
MEDCHAL,KUKATPALLY,MIYAPUR,VEMANA COLONY,SREE DURGA ESTATE,NON-DOMESTIC AND COMMERCIAL,2,60,59.0,22725,185.5
MEDCHAL,KUKATPALLY,MIYAPUR,VEMANA COLONY,SRI RAM NAGAR,NON-DOMESTIC AND COMMERCIAL,2,195,175.0,39431,542.53
MEDCHAL,KUKATPALLY,MIYAPUR,VEMANA COLONY,STREET LIGHT,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,221,7.0
MEDCHAL,KUKATPALLY,MIYAPUR,VEMANA COLONY,STRETLIGHT-2,NON-DOMESTIC AND COMMERCIAL,2,8,8.0,1739,15.0
MEDCHAL,KUKATPALLY,MIYAPUR,VEMANA COLONY,SURAKSHA COLONY,NON-DOMESTIC AND COMMERCIAL,2,156,129.0,26190,426.24
MEDCHAL,KUKATPALLY,MIYAPUR,VEMANA COLONY,JANAPRIYA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,97,5.0
