circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load,units_per_service,service_utilization_ratio,avg_load_per_service,load_efficiency
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DP PALLY NON CT(GRP M),NON-DOMESTIC AND COMMERCIAL,2,162,159.0,202126,1889.06,1247.6913580246915,0.9814814814814815,11.660864197530865,106.99818957576784
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DP PALLY(GRP A),NON-DOMESTIC AND COMMERCIAL,2,138,125.0,16327,394.27,118.31159420289855,0.9057971014492754,2.857028985507246,41.410708397798466
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,RAMREDDY NAGAR(SHNR),NON-DOMESTIC AND COMMERCIAL,2,33,32.0,26107,436.65,791.1212121212121,0.9696969696969697,13.23181818181818,59.78930493530288
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,S.R.C.NAYAK NAGAR,NON-DOMESTIC AND COMMERCIAL,2,93,86.0,11430,182.59,122.90322580645162,0.9247311827956989,1.9633333333333334,62.59926611534038
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,SAI BABA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,12,12.0,18520,167.0,1543.3333333333333,1.0,13.916666666666666,110.89820359281437
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,SAIBABANAGAR-1,NON-DOMESTIC AND COMMERCIAL,2,135,125.0,15647,162.75,115.9037037037037,0.9259259259259259,1.2055555555555555,96.14132104454686
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,SHIRIDI SAIBABA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,107,101.0,14151,176.35,132.25233644859813,0.9439252336448598,1.6481308411214952,80.24383328607883
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,SHIVALAYA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,177,152.0,53033,499.8,299.6214689265537,0.8587570621468926,2.823728813559322,106.10844337735094
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,SHNR ADE SERVICES,NON-DOMESTIC AND COMMERCIAL,2,4,4.0,19373,270.6,4843.25,1.0,67.65,71.59275683665928
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,SMART METERS,NON-DOMESTIC AND COMMERCIAL,2,162,162.0,20729,209.84,127.95679012345678,1.0,1.2953086419753086,98.7847884102173
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,AADARSH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,133,130.0,18942,309.02,142.42105263157896,0.9774436090225563,2.3234586466165412,61.29700343019869
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,AMBEDKER NAGAR-1,NON-DOMESTIC AND COMMERCIAL,2,26,24.0,1556,45.44,59.84615384615385,0.9230769230769231,1.7476923076923077,34.24295774647887
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,ASHRAMAM G.RAMARAM,NON-DOMESTIC AND COMMERCIAL,2,81,77.0,29288,315.0,361.58024691358025,0.9506172839506173,3.888888888888889,92.97777777777777
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,BAKERY GADDA,NON-DOMESTIC AND COMMERCIAL,2,43,38.0,3289,46.64,76.48837209302326,0.8837209302325582,1.0846511627906976,70.5188679245283
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,BALAIAH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,66,66.0,14624,218.0,221.57575757575756,1.0,3.303030303030303,67.08256880733946
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,BALAJI LAYOUT,NON-DOMESTIC AND COMMERCIAL,2,62,53.0,19946,230.22,321.7096774193548,0.8548387096774194,3.713225806451613,86.63886717053254
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,BATHUKAMMA BANDA,NON-DOMESTIC AND COMMERCIAL,2,80,66.0,5995,116.42,74.9375,0.825,1.45525,51.4945885586669
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,BHAVANI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,58,55.0,6578,124.5,113.41379310344827,0.9482758620689655,2.146551724137931,52.83534136546185
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,CANNY LIFE SPACES,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,21591,50.0,21591.0,1.0,50.0,431.82
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,CHANDRAGIRI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,119,107.0,11535,144.46,96.9327731092437,0.8991596638655462,1.2139495798319329,79.8490931745812
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,CHANDRAGIRI NAGAR-1,NON-DOMESTIC AND COMMERCIAL,2,79,72.0,5892,104.08,74.58227848101266,0.9113924050632911,1.3174683544303798,56.61029976940815
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,SRIRAM NAGARGADDA(GRP A),NON-DOMESTIC AND COMMERCIAL,2,212,136.0,43158,606.34,203.5754716981132,0.6415094339622641,2.8600943396226417,71.17788699409572
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,SURAMRAMLAXMINAGER(GRP B),NON-DOMESTIC AND COMMERCIAL,2,129,51.0,18352,330.99,142.26356589147287,0.3953488372093023,2.565813953488372,55.44578386053959
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,SURARAM HV(GRP M),NON-DOMESTIC AND COMMERCIAL,2,14,6.0,37102,401.7,2650.1428571428573,0.42857142857142855,28.692857142857143,92.36245954692556
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,SURARAM NON CT(GRP M),NON-DOMESTIC AND COMMERCIAL,2,1,0.0,0,5.0,0.0,0.0,5.0,0.0
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,SURARAM VILLAGE(GRP B),NON-DOMESTIC AND COMMERCIAL,2,29,29.0,6273,74.06,216.31034482758622,1.0,2.553793103448276,84.70159330272752
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,SURARAM X ROAD(GRP B),NON-DOMESTIC AND COMMERCIAL,2,326,280.0,75835,909.75,232.62269938650306,0.8588957055214724,2.790644171779141,83.35806540258312
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,VENKATA PRANEETH DEVELOPER,NON-DOMESTIC AND COMMERCIAL,2,9,9.0,369,60.0,41.0,1.0,6.666666666666667,6.15
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,VENKATA PRANEETH VENTURE,NON-DOMESTIC AND COMMERCIAL,2,29,29.0,5968,104.0,205.79310344827587,1.0,3.586206896551724,57.38461538461539
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,VENKATADRADRI ENCLAVE,NON-DOMESTIC AND COMMERCIAL,2,43,43.0,12094,141.0,281.25581395348837,1.0,3.2790697674418605,85.77304964539007
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,VIJAYA SANTOSH DHABA,NON-DOMESTIC AND COMMERCIAL,2,107,90.0,20838,265.4,194.74766355140187,0.8411214953271028,2.480373831775701,78.51544837980407
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,GANDHI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,72,72.0,7707,124.91,107.04166666666667,1.0,1.734861111111111,61.700424305499965
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,GANGA ESTATES,NON-DOMESTIC AND COMMERCIAL,2,31,23.0,7691,143.0,248.09677419354838,0.7419354838709677,4.612903225806452,53.78321678321678
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,HIVISION,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,318,5.0,318.0,1.0,5.0,63.6
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,HORLIKS GALLI,NON-DOMESTIC AND COMMERCIAL,2,111,110.0,16144,208.83,145.44144144144144,0.990990990990991,1.8813513513513516,77.30690034956663
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,IDA - I,NON-DOMESTIC AND COMMERCIAL,2,30,30.0,47873,725.51,1595.7666666666667,1.0,24.183666666666667,65.98530688756874
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,IDA - II,NON-DOMESTIC AND COMMERCIAL,2,29,26.0,53618,618.96,1848.896551724138,0.896551724137931,21.34344827586207,86.6259532118392
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,JABARI,NON-DOMESTIC AND COMMERCIAL,2,2,0.0,0,12.3,0.0,0.0,6.15,0.0
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,JAYABHERI BANK COLONY,NON-DOMESTIC AND COMMERCIAL,2,249,215.0,68739,1056.98,276.06024096385545,0.8634538152610441,4.244899598393574,65.03339703684081
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,JAYABHERI PARK NCL,NON-DOMESTIC AND COMMERCIAL,2,70,63.0,181443,1782.61,2592.042857142857,0.9,25.465857142857143,101.78502308412946
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,JAYABHERI SHIVALAYAM ROAD,NON-DOMESTIC AND COMMERCIAL,2,85,66.0,24747,418.0,291.1411764705882,0.7764705882352941,4.91764705882353,59.20334928229665
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,K V R GARDEN ROAD,NON-DOMESTIC AND COMMERCIAL,2,206,148.0,89404,1070.0,434.0,0.7184466019417476,5.194174757281553,83.55514018691589
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KARTHIKAVANAM,NON-DOMESTIC AND COMMERCIAL,2,7,4.0,481,36.0,68.71428571428571,0.5714285714285714,5.142857142857143,13.36111111111111
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KK SOCIETY,NON-DOMESTIC AND COMMERCIAL,2,8,7.0,5121,208.86,640.125,0.875,26.1075,24.51881643205975
MEDCHAL,MEDCHAL,QUTBULLAPUR,PETBASHEERABAD,VAJPAI NAGAR - I,NON-DOMESTIC AND COMMERCIAL,2,11,11.0,590,9.44,53.63636363636363,1.0,0.8581818181818182,62.5
MEDCHAL,MEDCHAL,QUTBULLAPUR,PETBASHEERABAD,VASUDHA APTS,NON-DOMESTIC AND COMMERCIAL,2,61,54.0,8861,194.24,145.2622950819672,0.8852459016393442,3.1842622950819672,45.61882207578253
MEDCHAL,MEDCHAL,QUTBULLAPUR,PETBASHEERABAD,VENKATESHWARA COLONY,NON-DOMESTIC AND COMMERCIAL,2,358,310.0,122099,1401.89,341.0586592178771,0.8659217877094972,3.9158938547486035,87.09599183958798
MEDCHAL,MEDCHAL,QUTBULLAPUR,PETBASHEERABAD,VENKATESHWARA COLONY - EAST,NON-DOMESTIC AND COMMERCIAL,2,52,51.0,10322,126.57,198.5,0.9807692307692307,2.4340384615384614,81.55171051592005
MEDCHAL,MEDCHAL,QUTBULLAPUR,PETBASHEERABAD,VENNALAGADDA,NON-DOMESTIC AND COMMERCIAL,2,114,108.0,32014,366.4,280.82456140350877,0.9473684210526315,3.214035087719298,87.37445414847163
MEDCHAL,MEDCHAL,QUTBULLAPUR,PETBASHEERABAD,VENNALAGADDAHV1,NON-DOMESTIC AND COMMERCIAL,2,50,47.0,84870,980.33,1697.4,0.94,19.6066,86.57288872114492
MEDCHAL,MEDCHAL,QUTBULLAPUR,PETBASHEERABAD,Z.R.IVORY TOWERS,NON-DOMESTIC AND COMMERCIAL,2,26,24.0,6840,102.0,263.0769230769231,0.9230769230769231,3.923076923076923,67.05882352941177
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,AGROS,NON-DOMESTIC AND COMMERCIAL,2,5,5.0,6622,45.0,1324.4,1.0,9.0,147.15555555555557
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DPPALLY ST(GRP M),NON-DOMESTIC AND COMMERCIAL,2,4,4.0,3898,36.0,974.5,1.0,9.0,108.27777777777777
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DUNDIGAL BAZAR(GRP B),NON-DOMESTIC AND COMMERCIAL,2,124,113.0,7586,188.28,61.17741935483871,0.9112903225806451,1.5183870967741935,40.29105587422987
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DUNDIGAL HV(GRP M),NON-DOMESTIC AND COMMERCIAL,2,58,33.0,93258,1517.0,1607.896551724138,0.5689655172413793,26.155172413793103,61.475280158206985
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DUNDIGAL NON CT(GRP M),NON-DOMESTIC AND COMMERCIAL,2,85,84.0,97760,975.47,1150.1176470588234,0.9882352941176471,11.476117647058825,100.21835627953705
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DUNDIGAL ST(GRP M),NON-DOMESTIC AND COMMERCIAL,2,1,1.0,0,1.0,0.0,1.0,1.0,0.0
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DUNDIGAL(GRP B),NON-DOMESTIC AND COMMERCIAL,2,274,176.0,43105,806.57,157.3175182481752,0.6423357664233577,2.9436861313868614,53.44235466233557
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GAGILAPAUR(GRP B),NON-DOMESTIC AND COMMERCIAL,2,45,20.0,7246,125.38,161.0222222222222,0.4444444444444444,2.786222222222222,57.79231137342479
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,SRI KRISHNA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,54,50.0,2898,80.24,53.666666666666664,0.9259259259259259,1.4859259259259259,36.11665004985045
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,SRI RAM NAGAR COLONY,NON-DOMESTIC AND COMMERCIAL,2,292,244.0,61188,1144.84,209.54794520547946,0.8356164383561644,3.920684931506849,53.44676985430279
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,SUB STATION BIT,NON-DOMESTIC AND COMMERCIAL,2,59,59.0,6704,86.1,113.62711864406779,1.0,1.459322033898305,77.86295005807202
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,TARA BAI DTR,NON-DOMESTIC AND COMMERCIAL,2,50,50.0,4213,101.32,84.26,1.0,2.0263999999999998,41.581129095933676
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,VEKATRAM NAGAR,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,80,2.0,80.0,1.0,2.0,40.0
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,VENKATRAM NAGAR,NON-DOMESTIC AND COMMERCIAL,2,29,14.0,43962,321.63,1515.9310344827586,0.4827586206896552,11.090689655172413,136.68501072661132
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,VENKATRAMA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,90,80.0,13851,232.71,153.9,0.8888888888888888,2.5856666666666666,59.52043315714838
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,VENKETRAM NAGAR MAIN ROAD,NON-DOMESTIC AND COMMERCIAL,2,103,103.0,16448,230.61,159.6893203883495,1.0,2.2389320388349514,71.323880143966
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,VISHNAVI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,14,11.0,2577,51.0,184.07142857142858,0.7857142857142857,3.642857142857143,50.529411764705884
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,CHITTARAMMA DEVI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,48,44.0,3609,93.6,75.1875,0.9166666666666666,1.95,38.55769230769231
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,DEVENDER NAGAR,NON-DOMESTIC AND COMMERCIAL,2,69,64.0,5750,102.54,83.33333333333333,0.927536231884058,1.4860869565217392,56.0756777842793
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,DOUBLE BEDROOM KAISER NAGAR,NON-DOMESTIC AND COMMERCIAL,2,67,65.0,14342,184.24,214.0597014925373,0.9701492537313433,2.749850746268657,77.84411636995223
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,DR B R AMBEDKER NAGAR,NON-DOMESTIC AND COMMERCIAL,2,18,18.0,1011,18.84,56.166666666666664,1.0,1.0466666666666666,53.66242038216561
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,DWARAKA & MALLAREDDY NAGAR,NON-DOMESTIC AND COMMERCIAL,2,143,140.0,23204,400.05,162.26573426573427,0.9790209790209791,2.7975524475524476,58.00274965629296
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,G.RAMARAM VILLAGE,NON-DOMESTIC AND COMMERCIAL,2,132,110.0,20764,281.67,157.3030303030303,0.8333333333333334,2.1338636363636363,73.71747079916213
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,GAJULARAMARAM HANUMAN TEMPLE,NON-DOMESTIC AND COMMERCIAL,2,52,48.0,7931,129.11,152.51923076923077,0.9230769230769231,2.4828846153846156,61.42823948570985
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,GRMR GHMC-STL-PWS,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,17297,50.0,5765.666666666667,1.0,16.666666666666668,345.94
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,HANUMAN TEMPLE,NON-DOMESTIC AND COMMERCIAL,2,35,30.0,2313,75.76,66.08571428571429,0.8571428571428571,2.1645714285714286,30.530623020063356
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,VISWAKARMA COLONY RIGHT SIDE,NON-DOMESTIC AND COMMERCIAL,2,31,31.0,2583,67.0,83.3225806451613,1.0,2.161290322580645,38.55223880597015
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,VISWAKARMACOLONYVILLAGE(GRPA),NON-DOMESTIC AND COMMERCIAL,2,42,36.0,5767,143.0,137.3095238095238,0.8571428571428571,3.4047619047619047,40.32867132867133
MEDCHAL,JEEDIMETLA,JEEDIMETLA,JEEDIMETLA(IDA),AAI MATHA TEMPLE ROAD,NON-DOMESTIC AND COMMERCIAL,2,162,159.0,25574,487.17,157.8641975308642,0.9814814814814815,3.0072222222222225,52.495022271486334
MEDCHAL,JEEDIMETLA,JEEDIMETLA,JEEDIMETLA(IDA),APIIC COLONY,NON-DOMESTIC AND COMMERCIAL,2,34,31.0,59292,639.0,1743.8823529411766,0.9117647058823529,18.794117647058822,92.78873239436619
MEDCHAL,JEEDIMETLA,JEEDIMETLA,JEEDIMETLA(IDA),AYODHYA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,64,49.0,5480,92.01,85.625,0.765625,1.43765625,59.55874361482447
MEDCHAL,JEEDIMETLA,JEEDIMETLA,JEEDIMETLA(IDA),BHAGYALAXMI COLONY,NON-DOMESTIC AND COMMERCIAL,2,166,133.0,21590,475.76,130.06024096385542,0.8012048192771084,2.866024096385542,45.38002354128132
MEDCHAL,JEEDIMETLA,JEEDIMETLA,JEEDIMETLA(IDA),FOX SAGAR,NON-DOMESTIC AND COMMERCIAL,2,194,159.0,16396,429.75,84.51546391752578,0.8195876288659794,2.2152061855670104,38.15241419429901
MEDCHAL,JEEDIMETLA,JEEDIMETLA,JEEDIMETLA(IDA),GAMPALA BASTHI,NON-DOMESTIC AND COMMERCIAL,2,142,117.0,15131,334.86,106.55633802816901,0.823943661971831,2.358169014084507,45.18604790061518
MEDCHAL,JEEDIMETLA,JEEDIMETLA,JEEDIMETLA(IDA),GOVT SCHOOL,NON-DOMESTIC AND COMMERCIAL,2,54,54.0,4344,71.93,80.44444444444444,1.0,1.3320370370370371,60.3920478242736
MEDCHAL,JEEDIMETLA,JEEDIMETLA,JEEDIMETLA(IDA),GOVT SCHOOL AYODHYA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,29,26.0,4388,49.31,151.31034482758622,0.896551724137931,1.700344827586207,88.98803488136281
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,AMBEDKAR NAGAR,NON-DOMESTIC AND COMMERCIAL,2,48,47.0,2549,54.96,53.104166666666664,0.9791666666666666,1.145,46.37918486171761
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,BAL REDDY NAGAR,NON-DOMESTIC AND COMMERCIAL,2,78,77.0,20161,164.36,258.47435897435895,0.9871794871794872,2.1071794871794873,122.66366512533462
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,BAPU NAGAR,NON-DOMESTIC AND COMMERCIAL,2,32,31.0,5240,61.28,163.75,0.96875,1.915,85.50913838120104
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,BAPU NAGAR - 1,NON-DOMESTIC AND COMMERCIAL,2,23,23.0,7580,80.6,329.5652173913044,1.0,3.5043478260869563,94.04466501240695
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,BAPU NAGAR(WEAKER SECTION),NON-DOMESTIC AND COMMERCIAL,2,35,29.0,4857,57.68,138.77142857142857,0.8285714285714286,1.648,84.20596393897365
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,BEERAPPA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,40,39.0,5064,124.56,126.6,0.975,3.114,40.655105973025044
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,BHOLASHANKER NAGAR,NON-DOMESTIC AND COMMERCIAL,2,24,24.0,3969,47.91,165.375,1.0,1.9962499999999999,82.8428303068253
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,BHOOMI REDDY COLONY,NON-DOMESTIC AND COMMERCIAL,2,34,34.0,7350,81.0,216.1764705882353,1.0,2.3823529411764706,90.74074074074075
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,CHERUKUPALLY,NON-DOMESTIC AND COMMERCIAL,2,16,16.0,1274,18.3,79.625,1.0,1.14375,69.61748633879782
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,CHERUKUPALLY APPRT,NON-DOMESTIC AND COMMERCIAL,2,6,6.0,286,6.0,47.666666666666664,1.0,1.0,47.666666666666664
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,CHERUKUPALLY-3,NON-DOMESTIC AND COMMERCIAL,2,4,4.0,277,7.3,69.25,1.0,1.825,37.945205479452056
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,CHERUKUPALLY-4,NON-DOMESTIC AND COMMERCIAL,2,28,28.0,3234,40.66,115.5,1.0,1.452142857142857,79.5376291195278
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,CHINTAL MAIN ROAD,NON-DOMESTIC AND COMMERCIAL,2,18,17.0,2123,40.0,117.94444444444444,0.9444444444444444,2.2222222222222223,53.075
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GAGILAPUR CHURCH(GRP A),NON-DOMESTIC AND COMMERCIAL,2,184,147.0,26377,500.34,143.35326086956522,0.7989130434782609,2.7192391304347825,52.71815165687333
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GAGILAPUR HV(GRP M),NON-DOMESTIC AND COMMERCIAL,2,34,21.0,66221,1047.5,1947.6764705882354,0.6176470588235294,30.808823529411764,63.218138424821
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GAGILAPUR NON CT(GRP M),NON-DOMESTIC AND COMMERCIAL,2,43,40.0,62357,539.34,1450.1627906976744,0.9302325581395349,12.54279069767442,115.61723588089146
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GAGILAPUR X ROAD(GRP B),NON-DOMESTIC AND COMMERCIAL,2,402,321.0,86956,1099.92,216.3084577114428,0.7985074626865671,2.7361194029850746,79.0566586660848
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GAGILLAPUR HV(GRP M),NON-DOMESTIC AND COMMERCIAL,2,1,0.0,0,40.0,0.0,0.0,40.0,0.0
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GANDIMAISAMMALONGSERVICE(GRPA),NON-DOMESTIC AND COMMERCIAL,2,71,65.0,16266,253.0,229.09859154929578,0.9154929577464789,3.563380281690141,64.29249011857708
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GANDIMAISAMMAXROAD(GRP B),NON-DOMESTIC AND COMMERCIAL,2,617,459.0,163542,1539.12,265.05996758508917,0.7439222042139384,2.4945218800648297,106.2568220801497
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GOVT SERVICES(GRP A),NON-DOMESTIC AND COMMERCIAL,2,63,61.0,3829,71.26,60.77777777777778,0.9682539682539683,1.1311111111111112,53.7328094302554
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,HV GAJULARAMARAM,NON-DOMESTIC AND COMMERCIAL,2,110,86.0,259348,2172.67,2357.7090909090907,0.7818181818181819,19.751545454545454,119.36833481384656
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,HV MAHADEVPURAM,NON-DOMESTIC AND COMMERCIAL,2,225,173.0,360913,3486.32,1604.0577777777778,0.7688888888888888,15.494755555555557,103.52262557653916
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,INDIRA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,88,82.0,9552,180.66,108.54545454545455,0.9318181818181818,2.0529545454545453,52.87279973430754
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,INDIRA NAGAR-B,NON-DOMESTIC AND COMMERCIAL,2,16,14.0,1204,19.36,75.25,0.875,1.21,62.1900826446281
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,JAHANGIR BASTI,NON-DOMESTIC AND COMMERCIAL,2,47,44.0,9407,54.0,200.14893617021278,0.9361702127659575,1.148936170212766,174.2037037037037
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,JANANI SCHOOL,NON-DOMESTIC AND COMMERCIAL,2,50,50.0,4436,65.4,88.72,1.0,1.308,67.82874617737002
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,JUNRUM QUARTERS,NON-DOMESTIC AND COMMERCIAL,2,12,12.0,5013,44.84,417.75,1.0,3.736666666666667,111.79750223015164
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,KAILASH HILLS,NON-DOMESTIC AND COMMERCIAL,2,148,141.0,28035,521.0,189.42567567567568,0.9527027027027027,3.52027027027027,53.809980806142036
MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,KAILASH HILLS - 2,NON-DOMESTIC AND COMMERCIAL,2,53,53.0,13358,230.0,252.03773584905662,1.0,4.339622641509434,58.07826086956522
