circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load,units_per_service,service_utilization_ratio,avg_load_per_service,load_efficiency,efficiency_category,anomaly_score,anomaly,risk_category
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,TIMMAIPALEM,NON-DOMESTIC AND COMMERCIAL,2,6,5.0,405,15.0,67.5,0.8333333333333334,2.5,27.0,LOW EFFICIENCY,0.2553814602534777,1,LOW RISK
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,TIRUMALAGIRI,NON-DOMESTIC AND COMMERCIAL,2,162,129.0,20665,284.97,127.56172839506172,0.7962962962962963,1.7590740740740742,72.51640523563883,MEDIUM EFFICIENCY,0.2241521335128947,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,KINGS COLONY,NON-DOMESTIC AND COMMERCIAL,2,129,108.0,15226,176.78,118.03100775193798,0.8372093023255814,1.3703875968992247,86.12965267564203,MEDIUM EFFICIENCY,0.231743781934115,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,OWAISI HILLS,NON-DOMESTIC AND COMMERCIAL,2,213,203.0,19490,384.2,91.50234741784035,0.9530516431924884,1.803755868544601,50.72878709005726,MEDIUM EFFICIENCY,0.20628379039928285,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,RAGHAVENDRA COLONY,NON-DOMESTIC AND COMMERCIAL,2,287,252.0,42480,646.12,148.01393728222996,0.8780487804878049,2.251289198606272,65.74630099671887,MEDIUM EFFICIENCY,0.17596065329089272,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,RIZWAN COLONY,NON-DOMESTIC AND COMMERCIAL,2,186,182.0,18661,246.9,100.32795698924733,0.978494623655914,1.3274193548387097,75.58120696638315,MEDIUM EFFICIENCY,0.21436697759451823,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,ROSHAN COLONY,NON-DOMESTIC AND COMMERCIAL,2,54,52.0,3093,74.66,57.27777777777778,0.9629629629629628,1.3825925925925926,41.427806054111976,LOW EFFICIENCY,0.25409786093384146,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,SAI BABA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,270,262.0,33724,409.86,124.9037037037037,0.9703703703703704,1.518,82.28175474552286,MEDIUM EFFICIENCY,0.17990387442739658,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,SAIFY COLONY,NON-DOMESTIC AND COMMERCIAL,2,414,320.0,28455,566.38,68.73188405797102,0.7729468599033816,1.3680676328502417,50.240121473215865,MEDIUM EFFICIENCY,0.13178874653929573,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,SHASTRIPURAM,NON-DOMESTIC AND COMMERCIAL,2,465,274.0,59022,948.56,126.92903225806452,0.589247311827957,2.0399139784946234,62.22273762334486,MEDIUM EFFICIENCY,0.07646501092398728,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,CHINNA GOLKONDA,NON-DOMESTIC AND COMMERCIAL,2,14,9.0,18156,337.0,1296.857142857143,0.6428571428571429,24.071428571428573,53.875370919881306,MEDIUM EFFICIENCY,0.0826895405422109,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,CSK VENTURE (RALLAGUDA),NON-DOMESTIC AND COMMERCIAL,2,14,14.0,2968,52.0,212.0,1.0,3.7142857142857135,57.07692307692308,MEDIUM EFFICIENCY,0.24596409500769922,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,DHARMASAI TEMPLE,NON-DOMESTIC AND COMMERCIAL,2,197,173.0,18027,618.0,91.50761421319795,0.8781725888324873,3.137055837563452,29.16990291262136,LOW EFFICIENCY,0.1837075486980001,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,GOLKONDA KALAN,NON-DOMESTIC AND COMMERCIAL,2,143,136.0,33814,461.48,236.46153846153845,0.951048951048951,3.2271328671328674,73.27294790673486,MEDIUM EFFICIENCY,0.21083047429940932,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,GOLKONDA KHURD,NON-DOMESTIC AND COMMERCIAL,2,141,134.0,40807,492.64,289.4113475177305,0.950354609929078,3.493900709219858,82.83330626826893,MEDIUM EFFICIENCY,0.19941885307858448,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,GOLLA PALLY,NON-DOMESTIC AND COMMERCIAL,2,156,131.0,28329,489.2,181.59615384615384,0.8397435897435898,3.135897435897436,57.90883074407196,MEDIUM EFFICIENCY,0.21350166946822463,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,STREET LIGHTS,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,0,1.0,0.0,1.0,1.0,0.0,LOW EFFICIENCY,0.2314026097983261,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,BAIRAGI GUDA,NON-DOMESTIC AND COMMERCIAL,2,230,207.0,30825,535.92,134.02173913043478,0.9,2.330086956521739,57.5179131213614,MEDIUM EFFICIENCY,0.19924294724658648,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,BHAVANI COLONEY,NON-DOMESTIC AND COMMERCIAL,2,225,176.0,40162,609.48,178.49777777777777,0.7822222222222223,2.7088,65.89551749031962,MEDIUM EFFICIENCY,0.1857533559392236,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,CT METERS HIMAYATHSAGAR,NON-DOMESTIC AND COMMERCIAL,2,135,128.0,450260,4635.3,3335.259259259259,0.9481481481481482,34.33555555555556,97.13718637412896,MEDIUM EFFICIENCY,-0.12313323755641026,-1,MEDIUM RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,GANDAMGUDA,NON-DOMESTIC AND COMMERCIAL,2,253,176.0,24224,557.0,95.74703557312252,0.6956521739130435,2.2015810276679844,43.49012567324955,LOW EFFICIENCY,0.17035284392805244,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,HIMAGIRI COLONEY,NON-DOMESTIC AND COMMERCIAL,2,313,290.0,39663,622.46,126.7188498402556,0.926517571884984,1.9886900958466456,63.71975709282524,MEDIUM EFFICIENCY,0.16696658725865698,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,GOLLAPALLY,NON-DOMESTIC AND COMMERCIAL,2,17,13.0,22920,467.57,1348.235294117647,0.7647058823529411,27.504117647058823,49.01939816498064,LOW EFFICIENCY,0.07593996480301679,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,HAMEEDULLA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,134,119.0,75604,803.2,564.2089552238806,0.8880597014925373,5.994029850746269,94.12848605577688,MEDIUM EFFICIENCY,0.13539464221728337,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,KAVVA GUDA,NON-DOMESTIC AND COMMERCIAL,2,134,128.0,20141,466.58,150.30597014925374,0.9552238805970148,3.4819402985074626,43.167302499035536,LOW EFFICIENCY,0.2108320314321383,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,KAVVAGUDA,NON-DOMESTIC AND COMMERCIAL,2,11,9.0,7600,326.55,690.9090909090909,0.8181818181818182,29.68636363636364,23.273618128923594,LOW EFFICIENCY,0.09015422535679274,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,KB DODDI,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,0,2.0,0.0,1.0,2.0,0.0,LOW EFFICIENCY,0.23391161913078656,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,HIMAYATH SAGAR,NON-DOMESTIC AND COMMERCIAL,2,241,205.0,79387,655.42,329.4066390041494,0.8506224066390041,2.719585062240664,121.12385950993256,HIGH EFFICIENCY,0.13460391357953044,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,HV BAIRAGIGUDA,NON-DOMESTIC AND COMMERCIAL,2,5,5.0,6097,38.0,1219.4,1.0,7.6,160.44736842105263,HIGH EFFICIENCY,0.1309657285799149,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,HV HIMAYATH SAGAR,NON-DOMESTIC AND COMMERCIAL,2,57,48.0,58753,746.73,1030.7543859649122,0.8421052631578947,13.100526315789471,78.6803797892143,MEDIUM EFFICIENCY,0.10819606738208343,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,HV HT METERING SERVICES,NON-DOMESTIC AND COMMERCIAL,2,1,0.0,0,96.0,0.0,0.0,96.0,0.0,LOW EFFICIENCY,-0.02509003057535164,-1,MEDIUM RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,HV HYDERSHAKOTE,NON-DOMESTIC AND COMMERCIAL,2,134,114.0,147509,1429.0,1100.813432835821,0.8507462686567164,10.664179104477611,103.22533240027992,HIGH EFFICIENCY,0.05948929101242406,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,HV NET METERS,NON-DOMESTIC AND COMMERCIAL,2,7,7.0,1085,63.0,155.0,1.0,9.0,17.22222222222222,LOW EFFICIENCY,0.207861539686439,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,KOTHWALGUDA,NON-DOMESTIC AND COMMERCIAL,2,236,192.0,131378,1513.61,556.6864406779661,0.8135593220338984,6.413601694915254,86.797788069582,MEDIUM EFFICIENCY,0.08068795787825767,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,MADHURA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,512,356.0,209794,1820.65,409.75390625,0.6953125,3.55595703125,115.23027490182078,HIGH EFFICIENCY,-0.02244745307526841,-1,MEDIUM RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,MADHURA NAGAR-HV,NON-DOMESTIC AND COMMERCIAL,2,17,17.0,76071,811.0,4474.764705882353,1.0,47.70588235294117,93.79901356350184,MEDIUM EFFICIENCY,-0.04069590416482971,-1,MEDIUM RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,MAHAVEER BUILDERS,NON-DOMESTIC AND COMMERCIAL,2,707,661.0,102277,1479.34,144.66336633663366,0.9349363507779348,2.092418670438472,69.13691240688415,MEDIUM EFFICIENCY,0.0008108637978549993,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,NARKODA,NON-DOMESTIC AND COMMERCIAL,2,462,418.0,58151,1146.68,125.86796536796535,0.9047619047619048,2.481991341991342,50.71249171521261,MEDIUM EFFICIENCY,0.09559187065669272,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,NARKUDA,NON-DOMESTIC AND COMMERCIAL,2,14,10.0,33071,414.0,2362.214285714286,0.7142857142857143,29.571428571428573,79.88164251207729,MEDIUM EFFICIENCY,0.04503420709029793,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,NEW CITY,NON-DOMESTIC AND COMMERCIAL,2,70,68.0,8995,162.42,128.5,0.9714285714285714,2.3202857142857143,55.38111070065264,MEDIUM EFFICIENCY,0.25425591001728126,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,HV P&T SUN CITY,NON-DOMESTIC AND COMMERCIAL,2,63,47.0,81393,680.27,1291.952380952381,0.746031746031746,10.797936507936509,119.64808090905082,HIGH EFFICIENCY,0.08195619279375665,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,HYDERSHAKOTE,NON-DOMESTIC AND COMMERCIAL,2,323,273.0,40620,607.52,125.75851393188854,0.8452012383900929,1.8808668730650155,66.86199631287859,MEDIUM EFFICIENCY,0.16376622975498495,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,JLNS COLONY,NON-DOMESTIC AND COMMERCIAL,2,310,306.0,70169,1016.0,226.3516129032258,0.9870967741935484,3.2774193548387096,69.06397637795276,MEDIUM EFFICIENCY,0.12270886329578906,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,KAPIL NAGAR,NON-DOMESTIC AND COMMERCIAL,2,239,216.0,24758,414.64,103.5899581589958,0.9037656903765692,1.7348953974895396,59.70962762878642,MEDIUM EFFICIENCY,0.20389062946590952,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,P&T COLONY,NON-DOMESTIC AND COMMERCIAL,2,254,246.0,36499,649.5,143.6968503937008,0.968503937007874,2.557086614173228,56.1955350269438,MEDIUM EFFICIENCY,0.17504912029677644,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,P&T COLONY C-BLOCK,NON-DOMESTIC AND COMMERCIAL,2,112,110.0,13228,356.32,118.10714285714286,0.9821428571428572,3.1814285714285715,37.1239335428828,LOW EFFICIENCY,0.22126037041071678,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,PERAM CHERU,NON-DOMESTIC AND COMMERCIAL,2,198,163.0,51375,628.89,259.469696969697,0.8232323232323232,3.1762121212121213,81.69155178171063,MEDIUM EFFICIENCY,0.18163424286674024,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,NEW HUDA RB NAGAR COLONY,NON-DOMESTIC AND COMMERCIAL,2,355,290.0,121420,1208.72,342.0281690140845,0.8169014084507042,3.404845070422536,100.45337216228738,HIGH EFFICIENCY,0.07827909414686374,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,NEW SHAMSHABAD,NON-DOMESTIC AND COMMERCIAL,2,245,222.0,22007,560.71,89.82448979591837,0.9061224489795918,2.28861224489796,39.24845285441672,LOW EFFICIENCY,0.1848943672897969,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,OLD PS SHAMSHABAD,NON-DOMESTIC AND COMMERCIAL,2,131,128.0,10684,188.85,81.55725190839695,0.9770992366412212,1.4416030534351143,56.57400052952079,MEDIUM EFFICIENCY,0.2308943786251753,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,PEDDA GOLKONDA,NON-DOMESTIC AND COMMERCIAL,2,10,8.0,18975,305.0,1897.5,0.8,30.5,62.21311475409836,MEDIUM EFFICIENCY,0.06859601754785849,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,POCHETTI GUDA,NON-DOMESTIC AND COMMERCIAL,2,7,6.0,604,17.0,86.28571428571429,0.8571428571428571,2.4285714285714284,35.529411764705884,LOW EFFICIENCY,0.2574408882367495,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,POCHETTIGUDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,2340,54.0,2340.0,1.0,54.0,43.333333333333336,LOW EFFICIENCY,0.025814052086805317,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,PRESTIGE CONSTRUCTION,NON-DOMESTIC AND COMMERCIAL,2,5,3.0,697,34.0,139.4,0.6,6.8,20.5,LOW EFFICIENCY,0.19372605838579754,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,R B NAGAR&MADHURANGER HV,NON-DOMESTIC AND COMMERCIAL,2,150,138.0,361575,3653.16,2410.5,0.92,24.3544,98.9759550635614,MEDIUM EFFICIENCY,-0.08256832108194945,-1,MEDIUM RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,RADHA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,222,212.0,48737,721.0,219.536036036036,0.954954954954955,3.247747747747748,67.59639389736478,MEDIUM EFFICIENCY,0.1728378075721141,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,RGGY GRUHA (GANDAMGUDA),NON-DOMESTIC AND COMMERCIAL,2,9,9.0,215,8.5,23.88888888888889,1.0,0.9444444444444444,25.294117647058822,LOW EFFICIENCY,0.2509375731382539,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,RGGY GRUHA (PEERAMCHERU),NON-DOMESTIC AND COMMERCIAL,2,10,10.0,324,12.0,32.4,1.0,1.2,27.0,LOW EFFICIENCY,0.2542070086463758,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,SAI HARSHA COLONY,NON-DOMESTIC AND COMMERCIAL,2,677,602.0,128308,1511.56,189.5243722304284,0.8892171344165436,2.2327326440177253,84.88449019555955,MEDIUM EFFICIENCY,0.010245266056085889,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,SAIRAM NAGAR COLONY,NON-DOMESTIC AND COMMERCIAL,2,183,174.0,27485,384.52,150.1912568306011,0.9508196721311476,2.1012021857923497,71.47872672422761,MEDIUM EFFICIENCY,0.21492531011418065,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,SRINIVAS NAGAR COLONY,NON-DOMESTIC AND COMMERCIAL,2,104,104.0,10974,205.0,105.51923076923076,1.0,1.9711538461538465,53.53170731707317,MEDIUM EFFICIENCY,0.242170198947742,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,STL AND PWS GANDHAMGUDA,NON-DOMESTIC AND COMMERCIAL,2,5,3.0,1318,46.24,263.6,0.6,9.248,28.503460207612456,LOW EFFICIENCY,0.17937625531613455,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,RAI KUNTA,NON-DOMESTIC AND COMMERCIAL,2,15,10.0,2892,72.0,192.8,0.6666666666666666,4.8,40.16666666666666,LOW EFFICIENCY,0.21940810137037636,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,RAIKUNTA,NON-DOMESTIC AND COMMERCIAL,2,4,3.0,2837,110.0,709.25,0.75,27.5,25.79090909090909,LOW EFFICIENCY,0.10903454658312711,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,RALLAGUDA,NON-DOMESTIC AND COMMERCIAL,2,369,300.0,353162,3460.46,957.078590785908,0.8130081300813008,9.377940379403794,102.05637400807984,HIGH EFFICIENCY,-0.04860368485540223,-1,MEDIUM RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,RASHEED GUDA,NON-DOMESTIC AND COMMERCIAL,2,62,57.0,30811,448.0,496.9516129032258,0.9193548387096774,7.225806451612903,68.77455357142857,MEDIUM EFFICIENCY,0.1858509791809102,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,STL AND PWS P&T SUNCITY,NON-DOMESTIC AND COMMERCIAL,2,37,10.0,28115,309.0,759.8648648648649,0.2702702702702703,8.35135135135135,90.98705501618124,MEDIUM EFFICIENCY,0.08315492312277573,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,SUNCITY,NON-DOMESTIC AND COMMERCIAL,2,384,337.0,44386,825.24,115.58854166666669,0.8776041666666666,2.1490625,53.7855654112743,MEDIUM EFFICIENCY,0.14100431312962464,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,ADHARSHA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,255,227.0,23711,588.57,92.9843137254902,0.8901960784313725,2.308117647058824,40.28577739266357,LOW EFFICIENCY,0.18021031583254377,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,BUNDLAGUDA VILLAGE,NON-DOMESTIC AND COMMERCIAL,2,643,552.0,167466,1760.74,260.4447900466563,0.8584758942457231,2.7383203732503887,95.11114644978817,MEDIUM EFFICIENCY,-0.006015220613380334,-1,MEDIUM RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,D D COLONY,NON-DOMESTIC AND COMMERCIAL,2,153,150.0,14944,334.0,97.67320261437908,0.9803921568627452,2.183006535947712,44.74251497005988,LOW EFFICIENCY,0.22218681883832997,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,DARGA KHALIZKHANGUDA,NON-DOMESTIC AND COMMERCIAL,2,297,275.0,47569,730.1,160.16498316498317,0.925925925925926,2.458249158249158,65.15408848102999,MEDIUM EFFICIENCY,0.16674484191665417,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,RASHEEDGUDA,NON-DOMESTIC AND COMMERCIAL,2,15,13.0,15437,414.0,1029.1333333333334,0.8666666666666667,27.6,37.28743961352657,LOW EFFICIENCY,0.08321356165070182,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,RB NAGAR,NON-DOMESTIC AND COMMERCIAL,2,784,617.0,116715,1536.77,148.87117346938774,0.7869897959183674,1.9601658163265303,75.94825510648958,MEDIUM EFFICIENCY,-0.003676389893177867,-1,MEDIUM RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SAMA & SRINIVAS ENCLAVE,NON-DOMESTIC AND COMMERCIAL,2,737,615.0,257158,1992.73,348.9253731343284,0.8344640434192673,2.703839891451832,129.04808980644643,HIGH EFFICIENCY,-0.05764146354190913,-1,MEDIUM RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SANGI GUDA,NON-DOMESTIC AND COMMERCIAL,2,65,64.0,16588,155.0,255.2,0.9846153846153848,2.3846153846153846,107.01935483870967,HIGH EFFICIENCY,0.2363385409097154,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SANGIGUDA,NON-DOMESTIC AND COMMERCIAL,2,3,2.0,1152,108.18,384.0,0.6666666666666666,36.06,10.64891846921797,LOW EFFICIENCY,0.07450831887962361,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SAYEED GUDA,NON-DOMESTIC AND COMMERCIAL,2,15,10.0,10260,123.0,684.0,0.6666666666666666,8.2,83.41463414634147,MEDIUM EFFICIENCY,0.1680581185106469,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SAYEEDGUDA,NON-DOMESTIC AND COMMERCIAL,2,8,6.0,35224,384.0,4403.0,0.75,48.0,91.72916666666669,MEDIUM EFFICIENCY,-0.023750600057237947,-1,MEDIUM RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,HV BANDLAGUDA,NON-DOMESTIC AND COMMERCIAL,2,157,148.0,324670,2792.95,2067.9617834394903,0.9426751592356688,17.789490445859872,116.2462629119748,HIGH EFFICIENCY,-0.051960221264790496,-1,MEDIUM RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,HV D.K.K.GUDA,NON-DOMESTIC AND COMMERCIAL,2,41,37.0,70104,663.0,1709.8536585365853,0.902439024390244,16.170731707317074,105.73755656108597,HIGH EFFICIENCY,0.08240779563797895,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,HV KISMATHPUR,NON-DOMESTIC AND COMMERCIAL,2,71,59.0,97814,1188.0,1377.661971830986,0.8309859154929577,16.732394366197184,82.33501683501683,MEDIUM EFFICIENCY,0.07163475467560465,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,HV NET METERS,NON-DOMESTIC AND COMMERCIAL,2,7,6.0,17661,253.0,2523.0,0.8571428571428571,36.142857142857146,69.80632411067194,MEDIUM EFFICIENCY,0.042417701446856526,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,KALIKA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,302,274.0,37454,616.56,124.01986754966887,0.9072847682119204,2.04158940397351,60.74672375762295,MEDIUM EFFICIENCY,0.17112967578260702,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,KISMATHPUR,NON-DOMESTIC AND COMMERCIAL,2,460,422.0,68755,1009.18,149.4673913043478,0.917391304347826,2.1938695652173914,68.12957054242058,MEDIUM EFFICIENCY,0.10446220463249378,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SHAMSHABAD,NON-DOMESTIC AND COMMERCIAL,2,650,447.0,263019,4041.81,404.6446153846154,0.6876923076923077,6.218169230769231,65.0745581806171,MEDIUM EFFICIENCY,-0.06733874978234766,-1,MEDIUM RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SIDDANTHI,NON-DOMESTIC AND COMMERCIAL,2,69,61.0,14682,165.24,212.7826086956522,0.8840579710144928,2.3947826086956523,88.85257806826434,MEDIUM EFFICIENCY,0.24752298300881115,1,LOW RISK
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SULTANPALLY,NON-DOMESTIC AND COMMERCIAL,2,8,7.0,10734,246.5,1341.75,0.875,30.8125,43.545638945233264,LOW EFFICIENCY,0.08011348766319326,1,LOW RISK
